UtilityKey,Company,UltimatePa,TotalRetai,TotalRet01,TotalRet02,AvgRevPerU,AvgUltCust,AvgResiden,AvgCommeri,AvgIndustr,UtilitySta,layer,path
4058634,"Bartlett Electric Cooperative, Inc.",,36986,13571,241896,2725.37,15.29,15.17,15.67,0,TX,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060387,Hamilton County Electric Cooperative,,40357,19696,278579,2048.99,14.49,14.58,13.77,0,TX,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4228635,Heart of Texas Electric Cooperative Inc.,,67699,23816,570031,2842.58,11.88,12.65,13.21,8.44,TX,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059431,Cooke County Electric Cooperative Association,,55500,17457,398246,3179.24,13.94,15.39,13.35,8.86,TX,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060302,"Grayson-Collin Electric Cooperative, Inc.",,194187,75221,1311472,2581.55,14.81,14.7,15.36,0,TX,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062551,Red River Valley Rural Elec Assn,,51025,17378,476388,2936.18,10.71,11.92,12.4,7.8,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060733,J A C Electric Cooperative Inc,,0,0,0,0,0,0,0,0,TX,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4064085,Wise Electric Cooperative Inc,,87296,25454,711815,3429.56,12.26,13.84,10.68,0,TX,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059615,"Denton County Electric Cooperative, Inc.",,835142,294353,6227102,2837.21,13.41,13.94,14.29,11.45,TX,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059595,"Deep East Texas Electric Cooperative, Inc.",,107968,44546,863716,2423.74,12.5,13.11,12.56,9.6,TX,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058832,"Bowie-Cass Electric Cooperative, Inc.",,99068,39252,651396,2523.9,15.21,15.54,14.94,12.32,TX,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060999,Lamar County Electric Cooperative Association,,27028,13417,255388,2014.46,10.58,11.02,9.75,0,TX,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063009,South Central Ark Electric Cooperative Inc.,,29417,10517,250875,2797.09,11.73,14.01,14.66,8.41,AR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063086,Southwest Arkansas Electric Cooperative Corporation,,81566,28866,719706,2825.68,11.33,12.52,10.73,9.15,AR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063086,Southwest Arkansas Electric Cooperative Corporation,,81566,28866,719706,2825.68,11.33,12.52,10.73,9.15,TX,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063086,Southwest Arkansas Electric Cooperative Corporation,,81566,28866,719706,2825.68,11.33,12.52,10.73,9.15,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058399,Alfalfa Electric Cooperative Incorporated,,44430,8537,445958,5204.4,9.96,11.63,14.45,9.15,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058631,Barry Electric Cooperative Inc,,0,0,0,0,0,0,0,0,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059003,"Canadian Valley Electric Cooperative, Inc.",,88019,26588,832987,3310.48,10.57,12.17,10.83,7.4,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059009,"Caney Valley Electric Cooperative Association, Inc",,0,0,0,0,0,0,0,0,KS,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059738,East Central Okla Electric Cooperative Inc.,,69027,36632,665830,1884.34,10.37,10.86,9.27,0,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061783,New-Mac Electric Cooperative Inc.,,46563,18932,421039,2459.49,11.06,11.77,11.12,6.74,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061895,"Northeast Oklahoma Electric Cooperative, Inc.",,83338,41043,763880,2030.5,10.91,11.4,10.2,7.31,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062129,Ozark Electric Cooperative Inc.,,63170,34763,561966,1817.16,11.24,11.49,10.47,8.02,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062521,Radiant Electric Cooperative Inc.,,10004,5265,67703,1900.09,14.78,14.62,14.98,0,KS,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060657,"Indian Electric Cooperative, Inc.",,58252,20198,639601,2884.05,9.11,10.89,9.8,5.97,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060843,"Kay Electric Cooperative, Inc.",,45036,5888,463589,7648.78,9.71,13.74,12.11,7.26,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063721,"Verdigris Valley Electric Cooperative, Inc.",,77223,38560,769566,2002.67,10.03,10.17,11.24,8.74,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059127,"Central Rural Electric Cooperative, Inc.",,62427,23526,635445,2653.53,9.82,9.92,9.86,8.11,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059216,Cimarron Electric Cooperative,,83452,18838,740402,4429.98,11.27,13.17,12.21,7.63,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062033,"Oklahoma Electric Cooperative, Inc.",,173926,61801,1500702,2814.29,11.59,13.04,12.23,5.97,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058511,Ark Valley Electric Cooperative Association Inc.,,0,0,0,0,0,0,0,0,KS,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058945,"Butler Rural Electric Cooperative Association, Inc.",,0,0,0,0,0,0,0,0,KS,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062848,Sedgwick County Electric Cooperative Association Inc.,,0,0,0,0,0,0,0,0,KS,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063268,"Sumner-Cowley Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,KS,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058399,Alfalfa Electric Cooperative Incorporated,,44430,8537,445958,5204.4,9.96,11.63,14.45,9.15,KS,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058515,Arkansas Valley Electric Cooperative Corporation,,153246,61961,1346606,2473.27,11.38,12.78,11.71,7.23,AR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058515,Arkansas Valley Electric Cooperative Corporation,,153246,61961,1346606,2473.27,11.38,12.78,11.71,7.23,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059040,Carroll Electric Cooperative Corporation,,252387,113815,2281299,2217.52,11.06,11.96,10.57,8.06,AR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060985,"Lake Region Electric Cooperative, Inc.",,46573,25948,462102,1794.86,10.08,10.36,10.03,8.54,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062132,Ozarks Electric Cooperative Corporation,,200251,85093,1560718,2353.32,12.83,13.3,12.41,10.55,AR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062132,Ozarks Electric Cooperative Corporation,,200251,85093,1560718,2353.32,12.83,13.3,12.41,10.55,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059433,Cookson Hills Electric Cooperative Inc,,37822,18732,329940,2019.11,11.46,11.97,10.89,8.54,OK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059040,Carroll Electric Cooperative Corporation,,252387,113815,2281299,2217.52,11.06,11.96,10.57,8.06,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058636,"Barton County Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062732,Sac-Osage Electric Cooperative Inc.,,0,0,0,0,0,0,0,0,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060469,"Heartland Rural Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,KS,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063535,Twin Valley Electric Cooperative,,0,0,0,0,0,0,0,0,KS,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058726,"Big Bend Electric Cooperative, Inc.",,39818,9786,547865,4068.87,7.27,8.25,7.87,6.66,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059024,"Carbon Power & Light, Inc.",,0,0,0,0,0,0,0,0,WY,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059061,Cass County Electric Cooperative Inc.,,150894,56631,1368360,2664.51,11.03,11.81,10.46,9.95,ND,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059261,Clearwater Power Company,,0,0,0,0,0,0,0,0,ID,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059261,Clearwater Power Company,,0,0,0,0,0,0,0,0,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059365,Columbia Rural Electric Association Inc.,,32853,6476,358191,5073.04,9.17,12.98,9.72,7.89,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059503,Crow Wing Cooperative Power & Light Company,,85523,46779,728109,1828.23,11.75,12.8,10.48,9.07,MN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060008,Fergus Electric Cooperative Inc,,27785,6799,250082,4086.63,11.11,15.21,9.42,14.45,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060254,Goldenwest Electric Cooperative Inc.,,0,0,0,0,0,0,0,0,ND,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061337,McCone Electric Cooperative.,,0,0,0,0,0,0,0,0,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061442,Mid Yellowstone Electric Cooperative.,,0,0,0,0,0,0,0,0,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061492,Mille Lacs Energy Cooperative,,29109,15824,205863,1839.55,14.14,15.23,12.4,11.94,MN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061593,Mor-Gran-Sou Electric?áCooperative.,,0,0,0,0,0,0,0,0,ND,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061631,"Mountain Parks Electric, Inc.",,40687,21792,318558,1867.06,12.77,14.54,11.42,9.06,CO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061905,"NorVal Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062384,"Powder River Energy Corporation, Inc.",,170069,27215,2034559,6249.09,8.36,11.59,9.73,7.02,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062384,"Powder River Energy Corporation, Inc.",,170069,27215,2034559,6249.09,8.36,11.59,9.73,7.02,WY,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062537,"Ravalli County Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062966,Slope Electric Cooperative Inc.,,22929,4062,289393,5644.76,7.92,12.28,13.41,6.51,ND,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063042,Southeast Electric Cooperative Inc,,0,0,0,0,0,0,0,0,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063431,Todd-Wadena Electric Cooperative,,0,0,0,0,0,0,0,0,MN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063439,Tongue River Electric Cooperative Inc,,0,0,0,0,0,0,0,0,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060505,"High Plains Power, Inc.",,82391,13668,888833,6028.02,9.27,13.64,10.35,8.24,WY,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060549,Holy Cross Energy,,142688,60174,1273153,2371.26,11.21,12.05,10.18,10.41,CO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060674,Inland Power and Light Company,,88454,45692,1079036,1935.87,8.2,8.45,8.22,6.09,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060848,KEM Electric Cooperative Inc.,,0,0,0,0,0,0,0,0,ND,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060983,Lake Region Electric Cooperative,,53638,29487,477940,1819.04,11.22,11.72,9.78,9.89,MN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063744,Vigilante Electric Cooperative Inc.,,0,0,0,0,0,0,0,0,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4082743,"Dakota Valley Electric Cooperative, Inc.",,56537,6802,685505,8311.82,8.25,10.5,11.77,7.63,ND,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061176,"Lower Valley Energy, Inc.",,57212,30200,914962,1894.44,6.25,6.38,6.33,5.1,ID,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061176,"Lower Valley Energy, Inc.",,57212,30200,914962,1894.44,6.25,6.38,6.33,5.1,WY,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062523,Raft River Rural Electric Cooperative Inc.,,20274,5275,340220,3843.41,5.96,9.25,5.75,5.21,ID,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062523,Raft River Rural Electric Cooperative Inc.,,20274,5275,340220,3843.41,5.96,9.25,5.75,5.21,NV,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063904,"Wells Rural Electric Company, Inc.",,44233,6455,755383,6852.52,5.86,9.99,9.16,5.08,NV,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063904,"Wells Rural Electric Company, Inc.",,44233,6455,755383,6852.52,5.86,9.99,9.16,5.08,UT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060411,Harney Electric Cooperative Inc,,0,0,0,0,0,0,0,0,NV,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062523,Raft River Rural Electric Cooperative Inc.,,20274,5275,340220,3843.41,5.96,9.25,5.75,5.21,UT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059979,"Farmers Electric Company, Ltd",,0,0,0,0,0,0,0,0,ID,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063034,Southside Electric Lines Inc,,0,0,0,0,0,0,0,0,ID,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4082751,"United Electric Co-op, Inc. - ID",,20739,7204,355555,2878.82,5.83,7,6.03,5.06,ID,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4276736,Riverside Electric Cooperative,,0,0,0,0,0,0,0,0,ID,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062752,"Salmon River Electric Cooperative, Inc.",,7124,2905,98783,2452.32,7.21,9.17,7.27,5.35,ID,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060630,"Idaho County Light & Power Cooperative Association, Inc.",,0,0,0,0,0,0,0,0,ID,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059365,Columbia Rural Electric Association Inc.,,32853,6476,358191,5073.04,9.17,12.98,9.72,7.89,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059261,Clearwater Power Company,,0,0,0,0,0,0,0,0,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061155,Lost River Electric Cooperative Inc.,,0,0,0,0,0,0,0,0,ID,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058868,Bridger Valley Electric Association,,0,0,0,0,0,0,0,0,UT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058868,Bridger Valley Electric Association,,0,0,0,0,0,0,0,0,WY,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061586,"Moon Lake Electric Association, Inc.",,83261,19947,1055730,4174.11,7.89,8.33,8.49,7.69,CO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061586,"Moon Lake Electric Association, Inc.",,83261,19947,1055730,4174.11,7.89,8.33,8.49,7.69,UT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4064137,"Yampa Valley Electric Association, Inc.",,68546,27957,548291,2451.84,12.5,14.81,12.33,8.94,CO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060054,"Flowell Electric Association, Inc.",Dixie Electric Power Association,0,0,0,0,0,0,0,0,UT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4064002,"White River Electric Association, Inc.",,47805,3469,568510,13780.63,8.41,13.67,11.41,8.01,CO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4064137,"Yampa Valley Electric Association, Inc.",,68546,27957,548291,2451.84,12.5,14.81,12.33,8.94,WY,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058666,"Beartooth Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058731,Big Horn Rural Electric Co.,,0,0,0,0,0,0,0,0,WY,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059970,"Fall River Rural Electric Cooperative, Inc.",,34771,19265,389465,1804.88,8.93,9.85,7.51,0,ID,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059970,"Fall River Rural Electric Cooperative, Inc.",,34771,19265,389465,1804.88,8.93,9.85,7.51,0,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060168,Garland Light & Power Company,,0,0,0,0,0,0,0,0,WY,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059970,"Fall River Rural Electric Cooperative, Inc.",,34771,19265,389465,1804.88,8.93,9.85,7.51,0,WY,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062182,Park Electric Cooperative Inc.,,0,0,0,0,0,0,0,0,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058730,Big Horn County Electric Cooperative Inc.,,0,0,0,0,0,0,0,0,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4064146,Yellowstone Valley Electric Cooperative Inc.,,38938,22385,315222,1739.47,12.35,12.38,12.37,11.61,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058731,Big Horn Rural Electric Co.,,0,0,0,0,0,0,0,0,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058666,"Beartooth Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,WY,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058730,Big Horn County Electric Cooperative Inc.,,0,0,0,0,0,0,0,0,WY,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060230,"Glacier Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061527,Missoula Electric Cooperative Inc.,,25411,16116,265092,1576.76,9.59,9.85,9.02,8.54,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063274,"Sun River Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060029,"Flathead Electric Cooperative, Inc.",,131772,72509,1588785,1817.32,8.29,9.47,7.24,5.67,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061913,"Northern Lights, Inc",,42246,23350,387844,1809.25,10.89,11.49,10.92,5.93,ID,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061913,"Northern Lights, Inc",,42246,23350,387844,1809.25,10.89,11.49,10.92,5.93,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060674,Inland Power and Light Company,,88454,45692,1079036,1935.87,8.2,8.45,8.22,6.09,ID,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060924,"Kootenai Electric Cooperative, Inc.",,59549,30985,583603,1921.87,10.2,10.62,9.76,6.55,ID,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060924,"Kootenai Electric Cooperative, Inc.",,59549,30985,583603,1921.87,10.2,10.62,9.76,6.55,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061538,Modern Electric Water Company,,15441,10440,228983,1479.02,6.74,6.71,6.77,0,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061913,"Northern Lights, Inc",,42246,23350,387844,1809.25,10.89,11.49,10.92,5.93,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061527,Missoula Electric Cooperative Inc.,,25411,16116,265092,1576.76,9.59,9.85,9.02,8.54,ID,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061089,"Lincoln Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,MT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
