UtilityKey,Company,UltimatePa,TotalRetai,TotalRet01,TotalRet02,AvgRevPerU,AvgUltCust,AvgResiden,AvgCommeri,AvgIndustr,UtilitySta,layer,path
4058703,Benton Rural Electric Association,,44625,15685,610723,2845.07,7.31,8.67,6.56,6.33,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059099,"Central Electric Cooperative, Inc.",,69594,37217,805786,1869.95,8.64,9.12,8.03,6.77,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059348,"Columbia Basin Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059363,Columbia Power Cooperative Association Inc.,,0,0,0,0,0,0,0,0,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061721,Nespelem Valley Electric Cooperative Inc,,0,0,0,0,0,0,0,0,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062075,Oregon Trail Electric Cooperative,,59154,31574,687693,1873.5,8.6,10.06,8.38,6.06,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063283,Surprise Valley Electrification Corp.,,14812,6715,160111,2205.81,9.25,9.97,10.46,8.6,NV,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063283,Surprise Valley Electrification Corp.,,14812,6715,160111,2205.81,9.25,9.97,10.46,8.6,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063567,"Umatilla Electric Cooperative, Inc.",,402306,16267,5880300,24731.42,6.84,9.08,6.82,6.77,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060411,Harney Electric Cooperative Inc,,0,0,0,0,0,0,0,0,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4093620,Kauai Island Utility Cooperative,,175068,35024,458054,4998.52,38.22,39.31,39.56,35.78,HI,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059437,"Coos-Curry Electric Cooperative, Inc.",,39557,18421,338166,2147.39,11.7,12.64,11.41,8.97,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063283,Surprise Valley Electrification Corp.,,14812,6715,160111,2205.81,9.25,9.97,10.46,8.6,CA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062347,Plumas Sierra Rural Electric Cooperative,,0,0,0,0,0,0,0,0,CA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062347,Plumas Sierra Rural Electric Cooperative,,0,0,0,0,0,0,0,0,NV,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059425,Consumers Power Inc.,,45458,23372,420900,1944.98,10.8,11.33,10.52,8.1,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061008,"Lane Electric Cooperative, Inc.",,28202,13437,250873,2098.83,11.24,11.68,9.94,7.48,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063828,Wasco Electric Cooperative Inc.,,0,0,0,0,0,0,0,0,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059682,"Douglas Electric Cooperative, Inc. - OR",,0,0,0,0,0,0,0,0,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058753,Blachly-Lane County Coop Electric Assn.,,0,0,0,0,0,0,0,0,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063928,West Oregon Electric Cooperative Inc.,,0,0,0,0,0,0,0,0,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062745,Salem Electric,,32620,20674,330923,1577.83,9.86,10.29,9.45,8.14,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061463,"Midstate Electric Cooperative, Inc.",,38407,20872,450199,1840.12,8.53,9.07,7.57,7.36,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060565,Hood River Electric Cooperative Inc,,0,0,0,0,0,0,0,0,OR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062073,Orcas Power & Light Cooperative,,35407,15704,226042,2254.65,15.66,16.02,14.69,0,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062243,Peninsula Light Company,,62423,35132,627261,1776.81,9.95,10.31,7.97,0,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063321,Tanner Electric Cooperative,,0,0,0,0,0,0,0,0,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062026,Ohop Mutual Light Company,,0,0,0,0,0,0,0,0,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058395,"Alder Mutual Light Co, Inc.",,0,0,0,0,0,0,0,0,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059844,Elmhurst Mutual Power and Light Company,,19828,15807,285705,1254.38,6.94,6.94,6.94,0,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060992,Lakeview Light & Power,,24149,10394,261622,2323.36,9.23,9.69,9.56,8.28,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062189,Parkland Light & Water Co,,0,0,0,0,0,0,0,0,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062029,"Okanogan County Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,WA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058375,"Alaska Village Electric Cooperative, Inc.",,60172,11512,124689,5226.89,48.26,53.31,45.49,0,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059443,Copper Valley Elec Assn Inc,,0,0,0,0,0,0,0,0,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060252,Golden Valley Electric Association Inc.,,282561,47669,1244414,5927.56,22.71,28.63,27.09,20.1,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063568,Unalakleet Valley Elec Coop,,0,0,0,0,0,0,0,0,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061714,Nelson Lagoon Elec Coop Inc,,0,0,0,0,0,0,0,0,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063519,Tuntutuliak Comm Services Assn,,0,0,0,0,0,0,0,0,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058354,Akiachak Native Community Electic Company,,0,0,0,0,0,0,0,0,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060920,"Kodiak Electric Association, Inc.",,24214,6162,148491,3929.57,16.31,17.45,17.15,15.63,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061668,"Naknek Electric Assn, Inc",,0,0,0,0,0,0,0,0,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061327,Matanuska Electric Association Incorporated,,158718,68811,765879,2306.58,20.72,21.97,18.93,0,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061972,"Nushagak Electric & Telephone Cooperative, Inc",,0,0,0,0,0,0,0,0,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060621,"Inn Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061451,Middle Kuskokwim Elec Coop Inc,,0,0,0,0,0,0,0,0,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4056981,"Chugach Electric Association, Inc.",,322098,113096,1902625,2848.01,16.93,19.95,15.7,12.95,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060558,"Homer Electric Association, Inc.",,104046,33425,452937,3112.82,22.97,28.53,25.04,12.24,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060929,"Kotzebue Electric Association, Inc.",,7186,1343,19679,5350.71,36.52,38,35.56,0,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058630,"Barrow Utils & Elec Coop, Inc",,0,0,0,0,0,0,0,0,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059447,"Cordova Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,AK,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058327,"Adams Rural Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,OH,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058668,"Beauregard Electric Cooperative, Inc.",,144825,43980,1518376,3292.97,9.54,12.43,11.8,6.44,LA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058784,Blue Grass Energy Cooperative Corporation,,155355,61945,1353895,2507.95,11.47,12.49,12.56,7.97,KY,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058812,Boone Electric Cooperative,,66089,34266,594867,1928.7,11.11,11.65,9.61,9.16,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058913,"Buckeye Rural Electric Cooperative, Inc.",,42456,18605,248601,2281.97,17.08,17.23,17.09,13.74,OH,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058943,Butler County REC,,26061,5095,248806,5115.01,10.47,13.69,37.5,9.18,IA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4058983,Callaway Electric Cooperative,,30760,13320,231875,2309.31,13.27,14,10.3,0,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059118,Central Missouri Electric Cooperative Inc,,31867,11255,338402,2831.36,9.42,11.12,10.16,6.48,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059158,"Chariton Valley Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,IA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059206,"Choptank Electric Cooperative, Inc.",,154214,56142,1048408,2746.86,14.71,15.53,14.65,10.32,MD,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059238,"Claiborne Electric Cooperative, Inc.",,65541,24236,615878,2704.28,10.64,11.2,11.25,9.64,LA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059257,Clay Electric Cooperative Inc.,,0,0,0,0,0,0,0,0,IL,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059274,"Clinton County Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,IL,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059289,"Co-Mo Electric Cooperative, Inc.",,60089,32675,500177,1838.99,12.01,12.25,11.26,7.79,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059519,"Cuivre River Electric Cooperative, Inc.",,131607,71152,1421993,1849.66,9.26,9.57,10.93,7.55,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059536,Ds&O Rural Electric Cooperative Association,,0,0,0,0,0,0,0,0,KS,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059546,Dakota Electric Association,,209874,113730,1848555,1845.37,11.35,13.51,9.05,10.24,MN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059575,Daviess-Martin County Rural Electric Membership Corporation,,38530,8409,404106,4582,9.53,13.72,12.61,6.96,IN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059601,"Delaware Electric Cooperative, Inc.",,202412,113057,1573288,1790.35,12.87,12.96,12.46,0,DE,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059608,Delta Montrose Electric Assn,,69435,35944,548828,1931.75,12.65,14.77,11.68,9.02,CO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059659,"Dixie Escalante Rural Electric Association, Inc.",,49076,29418,674167,1668.23,7.28,7.65,6.63,7,UT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4059737,East Central Energy Cooperative,,133608,64243,979433,2079.73,13.64,15.54,11.85,7.92,MN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060019,First Electric Cooperative Corporation,,244271,100458,2065699,2431.57,11.83,12.6,14.08,8.89,AR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060037,The Flint Hills Rural Electric Cooperative Association Inc,,0,0,0,0,0,0,0,0,KS,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060127,Freeborn Mower Electric Cooperative,,59764,21170,491592,2823.05,12.16,14.64,12.4,8.86,MN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060259,Goodhue County Cooperative Electric Association,,0,0,0,0,0,0,0,0,MN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060289,Grand Valley Rural Power Lines Inc,,36394,18989,256977,1916.58,14.16,14.9,12.99,11.26,CO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060354,Grundy County Rural Electric Cooperative,,0,0,0,0,0,0,0,0,IA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060369,Gunnison County Electric Association Inc,,0,0,0,0,0,0,0,0,CO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061226,"Macon Electric Cooperative, Inc.",,25743,11551,252430,2228.64,10.2,12.43,11.65,6.1,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061302,Consumers Energy Cooperative,,22751,7259,214683,3134.18,10.6,14.6,11.65,6.62,IA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061472,"Midwest Energy, Inc.",,150254,50306,1486256,2986.8,10.11,12.1,11.63,8.58,KS,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061633,Mountain View Electric Association Inc,,124706,60568,944612,2058.94,13.2,14.56,12.41,8.35,CO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061645,"Mount Wheeler Power, Inc.",,40798,7773,584272,5248.68,6.98,8.18,9.26,6.53,NV,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061645,"Mount Wheeler Power, Inc.",,40798,7773,584272,5248.68,6.98,8.18,9.26,6.53,UT,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061841,Norris Electric Coop,,46490,20210,356319,2300.35,13.05,12.75,11.52,28.16,IL,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061865,North Central Missouri Electric Cooperative Inc.,,0,0,0,0,0,0,0,0,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061881,North Star Electric Cooperative Inc.,,0,0,0,0,0,0,0,0,MN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4061929,Northern Virginia Electric Cooperative,,987873,178903,8526321,5521.84,11.59,13.28,11.64,5.28,VA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062091,"Osage Valley Electric Cooperative, Inc.",,38968,17656,307005,2207.07,12.69,12.87,11.49,0,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062109,Ouachita Electric Coop Corp,,23128,9351,225377,2473.32,10.26,12.54,10.01,8.18,AR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062115,"Owen Electric Cooperative, Inc.",,225179,65230,2538898,3452.08,8.87,12.86,11.12,6.26,KY,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062235,Pella Cooperative Elec Assn,,0,0,0,0,0,0,0,0,IA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062256,People's Cooperative Services,,53342,23562,368194,2263.9,14.49,15.82,13.08,10.84,MN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062276,Petit Jean Electric Cooperative Corporation,,41247,20703,312975,1992.32,13.18,13.55,12.54,10.96,AR,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062299,Pierce-Pepin Coop Services,,0,0,0,0,0,0,0,0,WI,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062361,Polk-Burnett Electric Cooperative,,34820,21606,249205,1611.59,13.97,14.67,11.29,17.61,WI,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062532,Rappahannock Electric Cooperative,,472480,174305,3921321,2710.65,12.05,13.34,12.44,9.24,VA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062795,"Sangre de Cristo Electric Association, Inc.",,0,0,0,0,0,0,0,0,CO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062835,Se-Ma-No Electric Cooperative,,0,0,0,0,0,0,0,0,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4062907,"Shenandoah Valley Electric Cooperative, Inc.",,267343,99617,2422252,2683.71,11.04,12.44,11.26,8.32,VA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063041,Southeast Colorado Power Association,,36097,10749,267919,3358.17,13.47,16.72,12.43,11.9,CO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063047,Southeastern Indiana Rural Electric Membership Corporation,,70213,28020,538024,2505.82,13.05,14.35,12.96,8,IN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063072,"Southern Iowa Electric Cooperative, Inc.",,0,0,0,0,0,0,0,0,IA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063088,"Southwest Electric Cooperative, Inc.",,70064,43496,658111,1610.81,10.65,10.76,10.05,0,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063096,Southwest Louisiana Electric Membership Corporation,,283823,114256,2592178,2484.1,10.95,10.96,11.9,9.18,LA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063105,"Southwestern Electric Cooperative, Inc.",,60318,24007,453661,2512.52,13.3,12.98,11.92,32.7,IL,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063156,St Croix Electric Cooperative,,0,0,0,0,0,0,0,0,WI,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063306,T.I.P. Rural Electric Cooperative,,0,0,0,0,0,0,0,0,IA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063481,Tri-County Electric Cooperative Assn - MO,,0,0,0,0,0,0,0,0,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063483,"Tri-County Electric Cooperative, Inc.",,48242,16561,386659,2912.99,12.48,14.13,11.77,9.03,IL,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060422,"Harrison Rural Electrification Association, Inc.",,0,0,0,0,0,0,0,0,WV,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060468,Heartland Power Cooperative,,28348,5323,307286,5325.57,9.23,12.22,10.55,7.36,IA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060468,Heartland Power Cooperative,,28348,5323,307286,5325.57,9.23,12.22,10.55,7.36,MN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060584,"Howard Electric Cooperative Fayette, Missouri",,0,0,0,0,0,0,0,0,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060687,CORE Electric Cooperative,,351598,171889,2629668,2045.49,13.37,14.28,11.97,8.91,CO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060743,Jackson County Rural Electric Membership Corporation,,61117,25098,478276,2435.13,12.78,13.33,11.54,9.15,IN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060770,"Jefferson Davis Electric Cooperative, Inc.",,30438,10257,239510,2967.53,12.71,14.07,12.86,9.79,LA,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060804,K C Electric Assn,,28078,6614,241311,4245.24,11.64,12.75,12.29,10.16,CO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060840,"FreeState Electric Cooperative, Inc.",,44045,18731,291591,2351.45,15.11,15.75,14.74,9.25,KS,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060955,Laclede Electric Cooperative,,71789,38374,703596,1870.77,10.2,10.25,10.24,9.03,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4060974,Lake Country Power,,107980,50786,755898,2126.18,14.28,15.66,13.93,8.46,MN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063890,Webster Electric Cooperative,,34002,19163,405274,1774.36,8.39,8.66,7.46,0,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063912,West Central Electric Coop Inc,,32849,14899,296484,2204.78,11.08,11.33,8.3,0,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063950,"Western Cooperative Electric Association, Inc.",,40662,12075,329931,3367.45,12.32,14.78,11.63,13.66,KS,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4063956,Western Indiana Energy Rural Electric Membership Corporation,,67797,17298,651078,3919.35,10.41,12.19,11.27,8.85,IN,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4064003,"White River Valley Electric Cooperative, Inc.",,103410,46625,834829,2217.91,12.39,13.1,11.67,9.22,MO,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
4082552,"Lyon-Coffey Electric Cooperative, Inc.",,14943,7391,98064,2021.78,15.24,15.33,14.52,22.49,KS,Electric Territory Cooperative,/Users/bill/Local/Sanya/Electric Territory Cooperative (1)/|layername=Electric Territory Cooperative
